Date,Channel,Spend,Impressions,Clicks,Conversions,Revenue
2025-02-18,SEO,225.55,263320,6140,214,15524.78
2024-04-30,Paid Search,702.28,30345,1140,44,3277.22
2025-02-07,Email,99.5,79288,3575,237,13809.23
2024-02-16,SEO,188.97,219382,4852,131,9411.59
2024-10-11,Paid Social,2047.51,230441,2877,84,6208.79
2024-11-09,Paid Search,507.81,25105,897,41,3015.82
2024-02-21,email,100.4,81820,3248,221,12313.28
2025-10-10,Paid Search,652.81,29538,1066,44,3251.57
2024-02-28,Email,94.3,77848,3923,284,17033.48
2025-04-02,Paid Social,2789.8,297481,3869,94,6662.43
2024-05-23,Email,91.9,72529,2973,220,13593.45
2025-05-20,SEO,235.38,245387,5612,169,11722.87
2024-02-24,Paid Search,556.03,26621,854,39,3094.85
2024-09-24,Paid Search,632.5,31201,1228,60,4803.32
2024-06-02,SEO,124.81,133904,2897,80,5378.25
2025-05-29,Email,92.88,71281,2864,186,10614.8
2024-01-18,Paid Search,605.04,26093,777,35,2771.75
2025-10-24,Email,90.43,72198,3115,196,13017.03
2025-03-16,Paid Search,572.86,27334,852,37,2854.11
2024-06-23,PAID SOCIAL,1303.11,150412,1750,44,2960.39
2025-09-14,Email,71.96,57211,2547,182,10743.74
2025-01-30,Email,89.2,72123,3400,242,14093.14
2025-07-23,Paid Social,3183.81,374590,4442,102,6934.37
2025-10-26,Paid Social,2711.77,313798,4080,86,5551.84
2024-03-06,SEO,172.32,206426,4586,154,10638.2
2024-03-05,Email,87.58,75493,3011,167,9663.77
2024-02-07,seo,195.37,196562,3724,125,7996.89
2024-10-19,Email,69.87,52806,2239,132,8446.01
2024-02-14,Paid Social,991.29,119979,1511,39,2704.25
2024-08-19,Paid Search,769.09,35700,1115,43,3339.38
2025-03-09,Paid Social,2026.1,257742,3134,96,6679.19
2024-11-15,Paid Social,2696.94,307779,3914,89,6028.85
2024-10-27,Email,62.14,52902,2169,152,9506.85
2025-05-25,SEO,146.81,157399,2830,95,6210.1
2024-05-07,SEO,170.16,175091,3466,106,7989.33
2025-02-11,Email,96.8,84501,4319,274,17822.77
2025-10-12,PAID SEARCH,549.82,25937,922,39,2954.32
2025-09-23,Paid Search,797.74,39256,1263,62,4248.01
2025-01-12,Email,72.13,55025,2513,164,10664.85
2024-05-12,Email,79.12,70541,2889,160,9364.52
2024-12-31,Paid Social,2622.25,323095,3353,75,4982.07
2024-05-04,SEO,140.05,164689,3365,109,7121.87
2025-09-18,SEO,216.62,217756,4768,154,11431.61
2025-05-06,Paid_Social,2693.44,336840,4133,89,5724.74
2025-02-12,Email,98.49,88342,4024,267,17873.4
2024-08-10,Email,79.65,70282,2784,164,10554.84
2024-01-20,Paid Search,517.33,23323,696,32,2548.47
2024-01-05,Email,94.27,83582,3501,250,14834.56
2024-04-06,Paid Social,1019.59,112129,1306,39,2593.34
2025-04-02,SEO,176.22,186924,4013,106,6941.89
2024-04-21,Paid Social,1042.91,116449,1475,43,3139.37
2025-05-15,seo,202.78,226400,4618,164,12556.04
2025-02-10,SEO,,242558,5241,164,10694.68
2024-12-28,Email,62.88,52325,2666,180,10732.22
2025-07-07,SEO,202.97,224600,4461,153,10747.88
2024-05-27,Paid Social,1798.53,207975,2630,67,4384.4
2024-12-30,SEO,217.1,229614,4688,125,9620.62
2025-10-16,paid social,4303.28,513242,5593,95,6184.35
2025-07-17,Email,98.67,75614,3353,247,15812.01
2024-08-26,Paid Search,584.31,24590,790,34,2333.25
2025-04-05,Paid Social,,221884,2962,90,6161.37
2024-05-17,SEO,170.93,202462,3821,111,8004.03
2025-02-13,SEO,218.88,238406,5216,154,10021.54
2025-05-14,Paid_Social,3446.1,391368,4943,108,6610.21
2025-01-25,seo,150.19,177294,3436,97,6177.37
2024-08-18,SEO,138.97,160339,3681,127,8186.89
2025-09-02,SEO,206.77,244575,4704,128,8458.97
2024-03-31,paid social,856.98,96459,1312,39,2443.1
2025-01-26,SEO,,182996,3738,128,9074.39
2024-06-12,SEO,198.48,223135,4746,162,10349.36
2025-10-25,Paid Social,3386.54,368219,4902,104,6819.37
2025-06-14,Email,67.34,54523,2491,151,9687.26
2024-05-21,Email,101.49,91485,4054,224,14750.98
2024-05-03,Email,80.48,67291,3287,209,11699.55
2024-09-02,Paid Social,2308.86,277768,3051,83,6176.16
2024-09-23,SEO,188.6,210879,4127,134,9270.55
2024-10-04,Email,99.17,85803,3911,269,15145.24
2025-06-16,Paid Search,770.85,35747,1142,46,3358.36
2024-08-07,paid search,675.23,32203,1137,43,2932.55
2025-10-06,Email,111.22,101278,4286,319,20827.49
2025-08-30,SEO,167.61,192551,3492,95,6393.67
2024-09-27,Paid Search,732.37,32601,1230,50,3790.84
2025-04-26,Email,70.84,56502,2818,178,9834.62
2025-03-17,Email,112.89,98479,4138,236,15740.28
2024-04-07,SEO,127.45,143831,3264,91,6356.53
2025-06-25,Paid Social,3643.52,445391,5999,132,9344.72
2024-04-28,Paid Social,1194.65,129230,1663,41,2629.27
2024-03-25,paid social,1291.31,146014,1841,56,3658.46
2024-11-16,SEO,151.39,153171,3064,94,6641.86
2025-04-12,Paid Search,556.18,24595,871,35,2811.43
2024-10-05,Paid Search,549.1,24581,755,38,3029.96
2024-09-07,Paid Social,1724.69,186037,2497,68,4762.17
2025-01-23,Email,112.2,85160,4361,267,16153.76
2025-10-25,SEO,146.41,176720,3556,106,8146.39
2025-08-06,Paid Search,767.46,37226,1450,61,4155.16
2024-11-22,SEO,178.52,185754,4298,130,8471.45
2025-08-03,Paid Search,487.81,22555,706,32,2329.89
2025-02-21,SEO,192.37,225843,4181,143,10640.82
2025-02-19,SEO,228.98,275831,5475,192,13639.99
2025-04-09,Paid Search,658.57,31860,1198,47,3823.21
2025-03-17,Paid Search,670.58,30577,929,45,3607.95
2025-09-30,Paid Social,3331.58,403623,4446,90,5774.72
2025-06-23,Paid Search,821.29,35143,1055,51,3421.28
2024-01-01,SEO,191.11,215332,4980,133,8810.48
2024-11-28,Paid Search,636.38,28304,1073,54,3889.64
2024-01-13,Email,70.22,59099,2420,163,10217.22
2024-10-10,Email,98.83,77506,3320,197,12128.88
2024-08-08,Email,92.62,83354,3760,256,15356.07
2024-12-08,Email,68.81,62653,2834,171,10058.93
2025-01-31,SEO,215.97,261005,4692,160,11213.68
2025-08-28,SEO,201.44,232964,4168,112,8224.52
2025-10-18,SEO,151.31,184408,4336,149,9798.25
2025-07-09,Email,93.97,82508,4257,265,16878.26
2025-04-28,EMAIL,107.23,97396,4278,281,15501.0
2024-12-21,SEO,135.52,161521,3747,133,9704.8
2025-06-17,SEO,183.82,204186,4594,139,10197.73
2024-06-09,SEO,130.59,145177,2817,75,4901.95
2024-12-25,Email,82.97,75538,3461,256,16907.63
2024-06-30,SEO,132.84,141978,2721,77,4935.72
2024-02-25,Email,65.48,49925,2540,188,12445.44
2024-02-11,Email,67.93,60626,2610,192,11356.54
2025-10-27,Email,114.89,96040,3855,223,14708.67
2025-07-06,SEO,173.8,195427,3894,138,9872.8
2024-03-26,Paid Search,594.29,29700,1016,41,2815.66
2025-04-24,SEO,213.75,223359,4403,119,8245.6
2025-07-08,Paid Search,688.14,29975,1091,49,3960.3
2025-04-17,Paid Social,2789.96,348830,4517,93,5829.73
2025-06-10,Paid Search,829.93,35491,1346,53,3878.43
2024-02-18,Paid Social,789.35,92578,1256,33,2398.42
2025-09-30,Paid_Search,738.7,31534,1081,42,3136.83
2024-08-25,SEO,127.88,132892,2810,88,6419.51
2025-10-22,Paid Search,710.06,30706,991,44,2983.9
2025-07-10,SEO,238.0,264076,5334,178,12108.12
2025-08-06,Paid Social,3282.6,367747,3909,82,5508.09
2024-02-23,Paid Social,1265.48,148690,1520,44,3083.79
2024-01-19,Paid Search,,29686,1133,52,3880.4
2024-11-21,SEO,199.22,221641,4087,121,8219.17
2024-02-11,Paid Social,833.66,96049,1228,38,2345.03
2024-05-14,paid search,648.64,31707,1017,43,3199.77
2025-04-11,PAID SEARCH,681.05,31513,1022,43,3181.57
2024-10-29,Paid Social,2500.23,287520,3516,92,5830.72
2024-11-03,Email,73.74,62242,2537,181,11377.25
2025-06-23,Email,97.21,80508,3493,227,15138.63
2024-08-11,Paid Social,1506.06,170336,2337,74,4877.97
2025-09-05,Paid Search,768.92,37922,1360,60,4691.85
2025-04-26,Paid Search,512.91,22162,684,31,2510.63
2024-10-13,Email,82.05,74398,2903,172,9836.77
2024-12-10,Email,89.32,67755,2864,172,10142.77
2025-01-12,SEO,146.77,154071,3332,90,6113.48
2024-11-07,Paid Search,753.42,37318,1173,58,4271.63
2025-05-20,Paid Social,3357.08,380781,4845,115,8123.68
2024-03-03,Paid Search,553.42,26726,952,48,3352.1
2025-08-10,seo,144.11,153857,3311,96,6606.83
2024-03-13,PAID SOCIAL,1373.24,159049,1770,52,3738.45
2024-07-20,Paid Search,442.13,21837,749,29,2016.64
2024-12-24,Paid Search,790.49,37284,1245,55,4443.7
2024-10-28,Paid Social,2370.78,274966,3463,95,5965.26
2024-01-26,Paid Search,719.37,34523,1142,49,3845.09
2025-08-30,Email,74.25,58639,2898,161,10244.83
2025-06-24,SEO,177.8,216668,5151,137,10328.78
2024-09-07,Email,77.58,67450,3319,198,10880.11
2024-05-13,SEO,181.42,207991,4254,128,8086.66
2025-07-05,Paid Social,2507.48,317873,4383,98,6695.01
2025-03-07,Paid Social,2956.92,358107,4071,91,6659.94
2024-05-18,Email,71.85,61999,3094,206,11837.66
2024-10-31,Paid Search,657.56,30689,978,44,3248.17
2025-02-11,SEO,204.27,221290,4358,138,9962.6
2025-05-27,Paid Search,739.82,35319,1326,60,4785.13
2025-07-14,Email,86.06,64868,2487,142,9281.87
2025-03-21,Paid Social,2885.12,352991,3901,79,4992.45
2024-09-30,Paid Social,2153.77,252236,2655,69,4693.02
2024-02-06,Paid Search,624.96,30084,1013,52,3654.44
2025-08-28,PAID SOCIAL,3736.84,398404,4657,84,5806.79
2024-01-09,Paid Search,554.07,25636,889,37,2595.58
2024-09-08,Paid Social,1564.78,197171,2080,57,4166.72
2025-02-05,SEO,228.99,255527,6079,200,15032.75
2025-08-14,Paid Social,4152.38,486592,6471,111,7371.51
2024-11-01,Paid Social,2111.42,263355,2784,68,4227.12
2024-12-27,Email,109.79,95064,4135,261,16585.14
2024-07-17,Email,106.44,80311,3338,206,11889.93
2024-02-28,Paid Social,1338.27,169082,2299,71,4706.12
2024-11-18,SEO,177.98,201335,3967,120,9226.79
2025-01-06,SEO,209.99,253170,6023,198,14957.63
2024-06-16,SEO,130.91,135499,3011,105,7517.13
2024-07-08,SEO,169.35,202103,4495,126,7970.96
2024-03-08,Paid Social,1314.04,146861,1979,51,3583.96
2025-07-23,SEO,203.05,231636,4663,154,10232.7
2024-07-07,SEO,155.42,186823,3534,100,7248.0
2024-02-19,SEO,180.8,207932,4220,130,8636.25
2024-03-13,Paid_Search,603.12,27466,1089,43,3336.13
2024-09-12,Paid Search,697.58,32552,1241,51,4067.67
2024-11-27,EMAIL,109.23,88215,4333,278,15287.08
2024-07-12,Paid Search,668.96,28518,1082,53,3902.23
2024-07-22,Paid Search,640.12,27857,1066,41,3194.77
2025-01-31,Paid Social,3015.29,319736,3602,72,5223.56
2024-10-06,SEO,152.85,157510,3071,106,7042.05
2024-06-03,SEO,178.64,199027,3952,125,9423.89
2024-12-16,Paid Search,806.31,38961,1233,51,3914.16
2024-05-27,SEO,207.03,210351,4964,175,12633.39
2024-09-03,Email,86.0,67508,3259,211,11706.04
2024-04-09,SEO,203.31,217366,4697,147,10429.24
2025-06-11,SEO,214.97,244025,5653,149,10237.93
2024-12-17,Email,103.45,85796,4039,261,17012.93
2025-08-05,SEO,219.59,267229,5145,181,12314.91
2024-12-06,Email,108.12,94997,4619,304,18454.5
2024-05-16,Paid Search,589.27,24635,763,36,2402.89
2024-07-16,SEO,198.99,237718,5561,171,12581.28
2024-06-25,Email,91.86,80826,3340,245,14189.4
2025-06-07,Paid Search,505.63,20758,645,28,2216.24
2024-03-13,Email,85.64,75355,3241,208,13794.49
2025-02-12,SEO,219.85,245076,5018,134,10172.61
2025-03-11,Paid Search,675.04,32897,1063,44,2998.05
2024-01-14,Paid Search,517.12,22325,792,32,2485.5
2025-03-12,SEO,223.42,269055,5733,165,11350.43
2024-08-04,Paid Social,1603.8,206851,2289,55,3918.28
2024-01-24,SEO,170.9,176676,3331,107,7602.34
2024-04-01,Email,98.17,77462,3303,197,12744.91
2024-02-13,Paid Social,1233.78,138764,1759,48,3243.2
2024-01-14,Email,60.27,55096,2238,148,8404.57
2025-04-08,Paid Social,3168.35,339620,4317,101,7357.24
2024-04-18,Paid Search,713.87,32362,1072,52,4201.07
2025-03-30,SEO,162.96,166135,3405,106,6890.13
2024-06-03,Paid Social,1736.73,215606,2562,68,5036.34
2024-08-22,SEO,176.93,189162,3736,109,7004.73
2024-03-07,Email,98.56,77687,3521,253,14604.81
2025-02-22,Email,82.57,74412,3165,179,11171.29
2024-03-30,Paid Social,876.35,107842,1194,34,2409.31
2024-08-01,Email,94.42,75364,3379,198,12740.59
2024-10-13,SEO,155.61,189366,4031,121,9221.1
2024-06-06,Paid_Social,1409.71,177064,2397,58,4119.68
2024-01-23,Email,88.61,75424,3019,218,12446.16
2024-10-26,Paid Social,1481.9,164028,2174,53,3873.61
2024-02-03,SEO,143.59,154993,3075,83,5525.14
2024-07-31,Paid Search,579.69,28681,913,36,2795.89
2024-06-08,Paid Social,1308.05,160753,2000,56,4063.51
2024-02-26,EMAIL,102.2,91202,4051,275,16418.12
2025-08-24,Paid Social,2978.19,318210,3879,86,6126.87
2025-05-02,Paid Search,798.48,33095,1105,43,3027.32
2025-01-04,EMAIL,,62449,3205,227,14766.03
2024-04-28,Paid_Search,502.37,21858,794,32,2376.9
2025-10-09,SEO,201.52,211980,4201,141,9854.06
2025-03-20,Email,95.03,74643,3623,265,16433.5
2024-01-07,SEO,153.59,167087,3011,84,6443.92
2025-06-01,Paid Social,2385.72,295934,4055,118,7387.55
2024-06-10,Paid Search,687.96,29703,1024,46,3686.69
2025-05-10,Paid Search,525.69,23067,690,28,1979.67
2025-03-27,Paid Social,2690.38,344256,3913,87,6186.58
2024-04-10,Email,84.04,67419,3258,229,13000.98
2024-11-06,Email,87.95,77106,3824,268,14725.62
2024-12-05,Paid Search,726.04,33639,1107,42,3066.91
2025-05-23,Email,97.39,77630,3216,230,13045.13
2025-02-22,Paid Search,548.49,23535,792,38,2886.77
2024-01-07,Email,69.06,57235,2946,205,11788.55
2024-11-16,Paid Search,547.47,27119,954,41,3085.06
2025-09-19,SEO,207.11,225874,4342,121,8702.18
2024-04-19,Paid Social,1450.01,164109,1961,50,3441.08
2025-08-24,Email,80.0,71530,3430,210,12235.3
2024-04-16,Paid Search,700.13,33570,1039,41,2883.86
2024-05-09,Paid Search,621.29,30872,1059,44,3532.5
2025-03-07,Paid Search,801.46,39638,1369,60,4848.57
2025-04-21,Email,97.44,75964,3002,207,11486.11
2024-03-09,Paid Social,988.44,110074,1152,36,2438.43
2024-07-05,SEO,179.5,217660,5053,156,10348.33
2024-05-08,SEO,,176895,3263,108,7130.48
2024-09-03,Paid Social,1999.29,256931,2708,64,4353.09
2024-04-15,Paid Search,689.07,34036,1120,53,4215.56
2025-07-04,seo,223.57,251176,5356,188,12770.89
2024-09-30,email,106.93,97596,3754,230,14772.48
2025-10-03,Paid_Search,809.82,40306,1343,61,4082.52
2024-01-16,SEO,165.99,175633,3248,97,7043.17
2025-08-08,Paid Search,743.33,36593,1212,62,4951.47
2024-04-25,Paid Social,1493.9,175998,2317,58,3918.92
2025-06-02,Paid Social,3061.66,362852,4629,111,7787.08
2024-05-31,Paid Social,1567.29,167174,2144,65,4009.85
2025-09-05,SEO,227.82,263646,4880,152,11132.6
2024-04-24,Paid_Search,750.92,33704,1050,45,3632.33
2024-03-21,SEO,187.93,226459,5175,182,13688.34
2025-01-05,Email,77.4,70432,2994,222,13660.32
2024-10-25,Email,,81490,4140,296,18240.44
2025-08-17,Paid Search,474.91,23635,756,30,2073.38
2024-05-30,Paid Search,620.46,30863,1139,53,3533.49
2025-03-20,Paid Search,801.79,33528,1174,46,3111.96
2024-04-10,Paid Search,661.26,27220,1089,50,3573.6
2025-05-31,Email,,51822,2011,129,8225.12
2024-03-09,SEO,141.09,168822,3852,115,8453.89
2024-10-03,SEO,216.48,251469,5614,177,11721.22
2024-03-10,Email,69.08,61491,2553,170,11215.76
2025-10-02,Paid Search,657.65,32825,1128,49,3479.66
2025-03-04,SEO,200.32,203894,4498,151,11361.51
2024-06-18,Paid Search,759.44,33096,1299,54,3716.7
2024-08-28,SEO,167.51,181386,3842,132,8894.94
2024-09-14,Paid Search,477.84,21732,703,31,2381.49
2024-08-03,Paid Search,522.04,22530,683,30,2380.92
2024-05-18,Paid Social,1112.37,130613,1675,45,3017.79
2025-07-27,Paid Social,2956.69,381956,4812,96,5928.59
2024-08-04,Email,78.29,67793,2700,159,9253.25
2025-09-28,SEO,167.54,180932,4228,144,11066.22
2024-07-02,Email,104.04,92755,4410,322,18542.81
2025-05-24,Paid Search,541.32,25050,783,35,2726.45
2024-06-28,Paid Search,689.91,28914,1110,44,3468.77
2024-10-22,Paid Social,2282.94,294399,3926,106,7854.79
2024-02-23,SEO,188.9,219392,3949,112,7374.35
2024-11-02,Email,70.52,60394,2591,189,11974.09
2025-09-18,Paid Search,853.67,39710,1583,80,6499.26
2025-05-24,Email,75.77,60112,2754,171,9427.74
2024-06-07,PAID SOCIAL,1398.42,172430,2123,56,3438.32
2025-09-27,SEO,140.02,151389,3042,102,7122.73
2025-09-21,Paid Social,2884.95,319340,4244,100,6641.27
2025-01-24,PAID SEARCH,652.22,29518,928,35,2549.5
2025-02-06,SEO,191.63,216570,3925,127,9157.4
2025-07-06,Paid Search,542.95,23899,788,32,2533.55
2025-06-28,Email,79.96,63218,2563,174,10754.59
2024-12-30,Email,86.12,69290,2857,167,9916.42
2024-05-07,Paid Search,736.9,33479,1328,66,4675.15
2025-08-14,Email,87.91,79972,3107,194,11917.31
2024-11-25,Paid Search,601.7,28906,1147,52,3594.96
2025-08-25,SEO,190.02,228276,4395,120,9239.85
2025-09-06,Paid Search,511.1,22052,820,35,2385.48
2025-04-16,SEO,229.93,259419,5630,167,11122.5
2024-10-22,SEO,186.07,213564,4641,147,9401.76
2024-05-12,Paid Social,1283.12,136137,1535,49,3250.11
2025-06-17,Email,96.32,74261,3575,225,14662.08
2024-11-12,Paid Social,2433.69,307243,3195,79,5086.68
2024-12-27,Paid Social,2779.57,306584,3202,85,6328.67
2024-07-12,seo,211.9,249187,4917,164,12500.72
2024-06-27,Paid Search,707.21,32339,972,48,3529.17
2024-03-19,Email,102.12,86327,3665,217,12054.03
2024-01-29,Paid Social,1023.01,126540,1717,47,3118.14
2024-07-06,Paid Search,493.06,20314,627,31,2128.46
2024-07-26,Paid Social,1614.05,180048,2314,57,3662.28
2024-10-05,Paid Social,1694.77,201520,2122,67,4480.23
2025-04-09,Paid Social,2965.55,348265,3835,96,6275.14
2024-07-15,Email,81.37,68423,2655,147,9689.72
2024-01-01,Paid Social,789.39,101239,1087,32,2324.51
2025-08-28,Paid Search,760.42,33119,1320,51,3938.44
2025-02-26,Paid Social,2485.77,290227,3405,79,5264.08
2025-01-18,Email,84.2,63189,2884,214,12769.11
2024-04-27,SEO,139.19,162738,3327,108,7173.66
2025-09-20,Paid Search,567.35,24850,739,33,2221.92
2025-04-24,Paid Social,3536.45,402244,4646,92,6676.54
2025-01-15,SEO,210.27,214212,4727,141,9381.61
2025-05-28,SEO,231.63,277977,5096,134,9424.61
2025-04-12,Email,78.12,70548,2835,207,13691.31
2025-03-29,Paid Search,617.07,28175,912,35,2818.41
2024-05-30,Email,91.26,81279,3761,242,13760.9
2025-04-18,Email,101.34,87816,4481,282,16011.96
2025-04-06,SEO,151.8,169445,3085,87,6527.6
2025-10-10,Paid Social,3644.21,455946,5228,89,5925.45
2025-05-21,Email,90.12,79835,3344,213,11927.32
2024-10-10,SEO,176.44,178730,3908,135,9452.54
2024-06-04,Paid Social,1459.31,183485,2319,60,4451.16
2024-06-05,Paid Social,1663.2,191902,2291,59,4230.65
2024-03-11,Paid Social,1109.55,139009,1656,49,3165.24
2024-03-07,Paid Search,743.25,30476,927,39,3122.05
2024-04-16,Email,100.86,85083,3917,262,16442.5
2024-02-21,Paid Search,695.12,31770,1248,54,3833.73
2025-06-26,Email,90.74,69590,2771,176,10621.81
2024-05-06,Email,105.36,95337,3720,277,17474.38
2025-10-30,Paid Search,855.71,39819,1343,53,3635.03
2024-11-29,Paid Social,2194.04,271414,3122,81,5086.88
2025-09-22,Paid Social,3725.08,395717,4336,71,4691.89
2024-04-09,Email,93.33,75504,3843,267,15902.43
2025-05-12,Paid Social,3010.12,346726,3768,97,7027.47
2025-04-21,Paid Search,746.83,33556,1078,48,3588.53
2024-04-06,SEO,131.0,149245,3530,119,8231.73
2025-08-06,Email,100.43,79101,3962,250,14422.53
2025-09-26,Email,97.98,85729,3888,216,12534.76
2025-05-12,SEO,225.19,252760,5526,157,12005.44
2025-02-09,Paid Search,513.52,21631,819,36,2885.08
2025-07-07,Email,93.63,84106,3843,277,16334.3
2024-12-15,Paid Search,592.94,28665,1131,50,3383.14
2025-02-04,Email,86.58,74501,3601,267,15050.55
2025-07-14,Paid Search,820.95,36987,1150,48,3632.71
2024-03-21,Paid_Search,,34642,1389,56,3841.09
2024-09-13,SEO,193.73,229338,4253,138,9313.69
2024-03-12,Paid Social,1190.22,148835,1630,47,2944.32
2025-03-01,Email,78.75,71067,2729,166,9515.67
2024-06-29,Paid Social,1287.15,154805,1783,43,3107.13
2025-09-23,Paid Social,3576.85,393134,5189,104,7597.31
2024-02-27,Paid Social,1260.23,152775,1855,48,3075.97
2024-09-23,SEO,188.6,210879,4127,134,9270.55
2024-01-17,Paid Social,1100.26,127835,1351,41,2982.27
2025-04-30,SEO,228.09,261441,5248,163,10818.66
2024-11-17,Paid Social,1667.17,185486,2340,67,4470.45
2024-05-01,Paid Search,642.73,27326,1068,46,3457.08
2024-03-01,SEO,193.38,210061,4581,162,12030.43
2024-01-24,Paid Social,1108.95,122973,1599,49,3091.99
2024-03-19,Paid Social,1213.84,131175,1608,44,3139.45
2025-03-10,Paid Social,3191.76,383802,4926,102,7145.8
2024-05-28,Paid Search,659.76,28900,1114,47,3173.32
2024-05-24,Paid Social,1696.82,180739,1874,50,3655.84
2025-08-29,paid social,4210.18,449667,5063,73,4544.33
2025-06-06,Paid Social,3529.27,435548,5128,88,5874.81
2025-04-18,Paid Social,3126.27,340641,4608,88,5414.3
2024-09-14,Email,72.24,56436,2558,162,10022.93
2024-08-10,SEO,124.93,125360,2438,68,4444.53
2025-04-11,Email,97.4,86824,3477,247,14541.45
2024-04-02,Paid Search,581.8,29014,898,46,3096.44
2025-03-17,SEO,193.08,215317,4890,142,9842.4
2024-11-18,Email,109.46,92584,4729,272,16815.7
2024-07-13,SEO,123.25,144206,3142,87,6465.86
2025-10-15,Paid Social,3969.62,428561,5436,106,6989.37
2025-06-30,Paid Search,,34967,1308,54,4084.06
2025-02-18,Paid Search,662.46,27137,850,36,2539.38
2025-05-23,SEO,178.78,203272,4717,127,8961.44
2025-09-16,SEO,196.05,223201,4627,147,9923.55
2024-11-01,Email,102.39,89540,4036,279,16018.36
2025-01-17,Paid Search,715.33,35020,1163,54,3813.07
2025-09-29,SEO,240.87,253989,5672,155,11560.19
2025-04-25,Paid Social,2940.09,373168,4881,109,7183.72
2024-08-03,Email,71.57,63848,2479,160,9827.51
2024-12-06,Paid Social,2219.86,264010,3107,70,4996.08
2025-02-16,Paid Search,557.83,23431,709,28,1983.08
2025-01-29,Email,101.61,83236,3285,187,11766.52
2024-08-16,SEO,177.12,199485,4496,135,10372.4
2024-06-27,SEO,207.36,250881,5892,165,11849.64
2024-08-23,SEO,195.6,234290,5086,150,11022.68
2025-02-20,Paid Search,744.57,34503,1312,57,3905.5
2025-10-17,SEO,189.25,215392,4009,123,9169.08
2024-05-15,SEO,164.3,182121,3935,115,7440.96
2024-07-13,Paid Search,516.24,25462,868,38,2663.14
2024-05-26,Paid Search,489.83,23801,853,39,3001.1
2024-05-19,Paid Social,996.98,105919,1277,33,2175.11
2024-06-22,SEO,,162062,3244,114,7205.35
2025-08-24,SEO,134.52,161663,3234,98,6565.88
2024-06-20,SEO,174.84,209362,4127,119,8742.73
2025-03-26,SEO,204.38,228465,5265,162,11320.62
2024-08-20,SEO,170.22,204310,4394,148,10414.9
2024-06-08,Email,62.76,52338,2487,155,8801.53
2025-05-07,Email,102.93,88561,3716,218,12555.21
2024-01-08,Email,83.76,69496,2751,170,10933.0
2024-03-16,paid social,924.87,109392,1390,38,2462.57
2024-01-20,Email,61.95,53234,2246,129,7148.34
2025-02-03,SEO,197.65,202107,4559,136,9238.02
2025-01-19,Paid Social,1724.44,193729,2467,76,5297.66
2024-08-21,Paid Social,2235.38,271713,2839,84,5566.71
2025-04-13,SEO,154.85,179241,4047,126,9320.49
2024-06-09,Email,67.2,54921,2739,173,9976.69
2025-10-29,Paid Social,4093.41,484375,5465,90,5668.49
2025-03-23,SEO,162.77,196811,3803,113,8312.88
2024-11-07,Email,107.37,98109,4610,300,16939.0
2025-08-09,Paid Search,494.37,21958,826,36,2714.08
2025-03-11,PAID SOCIAL,2960.85,360768,4814,110,7514.07
2025-09-23,SEO,195.09,234652,5000,134,10011.41
2025-10-15,SEO,213.14,225926,4177,111,8010.41
2025-02-22,SEO,171.89,178500,3474,105,6860.25
2024-11-08,Paid Search,596.89,27583,1007,51,3558.14
2024-04-20,Paid Social,953.27,108250,1383,36,2392.46
2025-01-12,Paid Search,481.05,23588,838,32,2488.58
2025-10-28,email,115.86,95125,3703,257,16478.67
2024-03-23,Email,78.12,62925,2598,160,10470.06
2024-01-28,Email,57.79,52677,2427,175,10066.19
2024-07-17,SEO,214.47,226567,5097,148,9978.07
2024-07-16,Paid Social,1667.3,178452,2080,58,3557.46
2025-09-12,Paid Search,809.55,36011,1145,51,3587.08
2024-03-10,Paid Social,867.57,99265,1109,34,2285.72
2025-10-13,Email,110.94,94009,4398,272,16061.17
2025-10-01,paid social,4274.58,474221,5887,106,7534.03
2025-02-04,SEO,171.96,189714,4365,153,11310.75
2025-02-08,Email,84.09,64536,3129,183,11915.98
2024-01-24,Email,102.01,88140,3457,255,16464.06
2024-02-22,Paid Social,1001.28,106934,1453,35,2580.29
2024-05-09,Email,104.56,89862,4442,310,20435.53
2025-08-21,SEO,205.14,220560,4295,128,8280.97
2025-02-27,Paid Search,725.82,34114,1058,42,3231.08
2025-03-08,seo,144.89,146744,2866,90,6423.98
2024-11-29,Paid Search,599.64,26684,1035,50,3785.11
2025-03-09,Email,84.35,68169,2756,185,12300.1
2024-04-21,EMAIL,73.42,59264,2371,156,10347.8
2024-07-19,Paid Search,585.53,27103,1018,44,3448.39
2024-10-21,Paid Social,1981.06,232825,3212,101,6955.58
2025-02-06,Paid Social,2618.58,320562,3950,104,7274.39
2024-10-17,Email,97.79,76529,3306,194,11661.77
2024-12-06,Paid Search,779.07,32809,1207,54,3984.5
2024-09-30,SEO,201.2,214030,4022,134,8801.67
2024-03-14,Paid Social,1359.05,158528,1680,49,3573.36
2024-11-02,Paid Social,1973.82,244856,2636,79,5722.54
2024-12-04,SEO,198.35,216012,4334,117,7778.92
2024-06-04,Paid Search,621.34,28343,899,37,2728.24
2025-10-08,Paid Social,3651.74,413960,5308,118,8655.34
2024-09-17,Paid Search,687.53,31209,1079,47,3626.17
2024-03-02,Email,66.84,51628,2201,141,8595.66
2025-09-08,Paid Search,823.11,41143,1515,63,4343.27
2025-06-02,Paid Search,776.95,32929,1053,42,3407.02
