Date,Channel,Spend,Impressions,Clicks,Conversions,Revenue,CAC,ROAS,ConversionRate,CTR,Month,Week
2024-11-11,SEO,212.93,220823,5225,167,12788.54,1.28,60.06,3.196,2.366,2024-11,2024-11-11/2024-11-17
2024-11-11,Email,96.8,86516,4272,310,17252.04,0.31,178.224,7.257,4.938,2024-11,2024-11-11/2024-11-17
2024-11-12,SEO,186.45,196265,4305,139,9173.2,1.34,49.199,3.229,2.193,2024-11,2024-11-11/2024-11-17
2024-11-12,Email,90.68,75351,3745,243,15549.67,0.37,171.478,6.489,4.97,2024-11,2024-11-11/2024-11-17
2024-11-12,Paid Search,728.65,33250,1069,42,3115.12,17.35,4.275,3.929,3.215,2024-11,2024-11-11/2024-11-17
2024-11-12,Paid Social,2433.69,307243,3195,79,5086.68,30.81,2.09,2.473,1.04,2024-11,2024-11-11/2024-11-17
2024-11-13,Paid Search,752.92,33203,1023,50,3349.32,15.06,4.448,4.888,3.081,2024-11,2024-11-11/2024-11-17
2024-11-13,SEO,180.82,204992,4715,125,9537.04,1.45,52.743,2.651,2.3,2024-11,2024-11-11/2024-11-17
2024-11-13,Paid Social,2124.78,244239,3107,76,5558.1,27.96,2.616,2.446,1.272,2024-11,2024-11-11/2024-11-17
2024-11-13,Email,94.5,73717,3350,215,13171.7,0.44,139.383,6.418,4.544,2024-11,2024-11-11/2024-11-17
2024-11-14,SEO,219.04,257464,4875,140,10055.04,1.56,45.905,2.872,1.893,2024-11,2024-11-11/2024-11-17
2024-11-14,Email,89.46,75323,3298,193,11861.41,0.46,132.589,5.852,4.378,2024-11,2024-11-11/2024-11-17
2024-11-14,Paid Search,672.86,28413,950,44,3282.91,15.29,4.879,4.632,3.344,2024-11,2024-11-11/2024-11-17
2024-11-14,Paid Social,2595.68,293925,3307,76,5156.02,34.15,1.986,2.298,1.125,2024-11,2024-11-11/2024-11-17
2024-11-15,SEO,218.39,226212,4404,133,8578.33,1.64,39.28,3.02,1.947,2024-11,2024-11-11/2024-11-17
2024-11-15,Email,85.8,75497,3283,185,12292.56,0.46,143.27,5.635,4.349,2024-11,2024-11-11/2024-11-17
2024-11-15,Paid Search,762.51,32798,1178,59,4701.9,12.92,6.166,5.008,3.592,2024-11,2024-11-11/2024-11-17
2024-11-15,Paid Social,2696.94,307779,3914,89,6028.85,30.3,2.235,2.274,1.272,2024-11,2024-11-11/2024-11-17
2024-11-16,Email,79.03,60402,2687,169,10882.98,0.47,137.707,6.29,4.449,2024-11,2024-11-11/2024-11-17
2024-11-16,SEO,151.39,153171,3064,94,6641.86,1.61,43.873,3.068,2.0,2024-11,2024-11-11/2024-11-17
2024-11-16,Paid Social,1974.4,234227,2934,93,6515.99,21.23,3.3,3.17,1.253,2024-11,2024-11-11/2024-11-17
2024-11-16,Paid Search,547.47,27119,954,41,3085.06,13.35,5.635,4.298,3.518,2024-11,2024-11-11/2024-11-17
2024-11-17,SEO,141.78,172941,3747,119,7792.74,1.19,54.964,3.176,2.167,2024-11,2024-11-11/2024-11-17
2024-11-17,Paid Social,1667.17,185486,2340,67,4470.45,24.88,2.681,2.863,1.262,2024-11,2024-11-11/2024-11-17
2024-11-17,Paid Search,478.28,23758,811,40,2815.96,11.96,5.888,4.932,3.414,2024-11,2024-11-11/2024-11-17
2024-11-17,Email,90.97,64614,2485,182,11352.95,0.5,124.799,7.324,3.846,2024-11,2024-11-11/2024-11-17
2024-11-18,SEO,177.98,201335,3967,120,9226.79,1.48,51.842,3.025,1.97,2024-11,2024-11-18/2024-11-24
2024-11-18,Paid Social,2371.2,262950,2711,64,4174.87,37.05,1.761,2.361,1.031,2024-11,2024-11-18/2024-11-24
2024-11-18,Email,109.46,92584,4729,272,16815.7,0.4,153.624,5.752,5.108,2024-11,2024-11-18/2024-11-24
2024-11-18,Paid Search,707.52,30380,1048,50,4036.15,14.15,5.705,4.771,3.45,2024-11,2024-11-18/2024-11-24
2024-11-19,Email,86.59,77200,3659,209,11760.27,0.41,135.816,5.712,4.74,2024-11,2024-11-18/2024-11-24
2024-11-19,Paid Search,597.77,27649,1041,46,3304.72,13.0,5.528,4.419,3.765,2024-11,2024-11-18/2024-11-24
2024-11-19,SEO,198.69,226031,5260,173,13271.67,1.15,66.796,3.289,2.327,2024-11,2024-11-18/2024-11-24
2024-11-19,Paid Social,2080.32,263953,3450,95,6034.29,21.9,2.901,2.754,1.307,2024-11,2024-11-18/2024-11-24
2024-11-20,Email,95.5,86989,4347,322,18080.31,0.3,189.323,7.407,4.997,2024-11,2024-11-18/2024-11-24
2024-11-20,Paid Search,632.66,29582,992,39,3069.66,16.22,4.852,3.931,3.353,2024-11,2024-11-18/2024-11-24
2024-11-20,SEO,185.82,203540,4649,135,8559.7,1.38,46.064,2.904,2.284,2024-11,2024-11-18/2024-11-24
2024-11-20,Paid Social,2702.37,317927,3492,76,4769.02,35.56,1.765,2.176,1.098,2024-11,2024-11-18/2024-11-24
2024-11-21,Paid Search,691.1,34116,1167,56,4306.11,12.34,6.231,4.799,3.421,2024-11,2024-11-18/2024-11-24
2024-11-21,Email,93.17,71027,3336,235,14564.32,0.4,156.32,7.044,4.697,2024-11,2024-11-18/2024-11-24
2024-11-21,SEO,199.22,221641,4087,121,8219.17,1.65,41.257,2.961,1.844,2024-11,2024-11-18/2024-11-24
2024-11-21,Paid Social,2747.96,313032,3905,99,6368.68,27.76,2.318,2.535,1.247,2024-11,2024-11-18/2024-11-24
2024-11-22,Paid Social,2491.27,320070,4079,106,7512.09,23.5,3.015,2.599,1.274,2024-11,2024-11-18/2024-11-24
2024-11-22,Paid Search,681.31,28285,899,36,2399.44,18.93,3.522,4.004,3.178,2024-11,2024-11-18/2024-11-24
2024-11-22,SEO,178.52,185754,4298,130,8471.45,1.37,47.454,3.025,2.314,2024-11,2024-11-18/2024-11-24
2024-11-22,Email,109.1,93808,4775,323,19643.46,0.34,180.05,6.764,5.09,2024-11,2024-11-18/2024-11-24
2024-11-23,Paid Search,588.35,24240,786,33,2520.52,17.83,4.284,4.198,3.243,2024-11,2024-11-18/2024-11-24
2024-11-23,Paid Social,1658.79,203813,2252,54,3991.8,30.72,2.406,2.398,1.105,2024-11,2024-11-18/2024-11-24
2024-11-23,SEO,130.69,141658,2552,75,4761.13,1.74,36.431,2.939,1.802,2024-11,2024-11-18/2024-11-24
2024-11-23,Email,62.02,51500,2041,148,8436.1,0.42,136.022,7.251,3.963,2024-11,2024-11-18/2024-11-24
2024-11-24,Paid Search,459.96,22643,730,32,2249.27,14.37,4.89,4.384,3.224,2024-11,2024-11-18/2024-11-24
2024-11-24,Email,64.03,51387,2098,152,9801.79,0.42,153.081,7.245,4.083,2024-11,2024-11-18/2024-11-24
2024-11-24,SEO,134.57,157453,3644,123,9171.69,1.09,68.156,3.375,2.314,2024-11,2024-11-18/2024-11-24
2024-11-24,Paid Social,2382.97,201839,2264,54,3933.89,44.13,1.651,2.385,1.122,2024-11,2024-11-18/2024-11-24
2024-11-25,Paid Social,2683.89,285184,3321,87,5940.07,30.85,2.213,2.62,1.165,2024-11,2024-11-25/2024-12-01
2024-11-25,SEO,216.23,261476,5573,173,12993.7,1.25,60.092,3.104,2.131,2024-11,2024-11-25/2024-12-01
2024-11-25,Email,86.77,73814,3216,232,14654.25,0.37,168.886,7.214,4.357,2024-11,2024-11-25/2024-12-01
2024-11-25,Paid Search,601.7,28906,1147,52,3594.96,11.57,5.975,4.534,3.968,2024-11,2024-11-25/2024-12-01
2024-11-26,Email,100.05,77217,3481,218,12415.25,0.46,124.09,6.263,4.508,2024-11,2024-11-25/2024-12-01
2024-11-26,SEO,220.5,261956,5896,203,15439.25,1.09,70.019,3.443,2.251,2024-11,2024-11-25/2024-12-01
2024-11-26,Paid Social,2612.08,311741,3509,92,6274.31,28.39,2.402,2.622,1.126,2024-11,2024-11-25/2024-12-01
2024-11-26,Paid Search,664.61,32926,1123,54,4392.89,12.31,6.61,4.809,3.411,2024-11,2024-11-25/2024-12-01
2024-11-27,Email,109.23,88215,4333,278,15287.08,0.39,139.953,6.416,4.912,2024-11,2024-11-25/2024-12-01
2024-11-27,SEO,175.43,190646,3947,121,8408.11,1.45,47.929,3.066,2.07,2024-11,2024-11-25/2024-12-01
2024-11-27,Paid Social,2103.81,269429,2986,89,6504.96,23.64,3.092,2.981,1.108,2024-11,2024-11-25/2024-12-01
2024-11-27,Paid Search,631.94,28423,1004,48,3802.33,13.17,6.017,4.781,3.532,2024-11,2024-11-25/2024-12-01
2024-11-28,Paid Search,636.38,28304,1073,54,3889.64,11.78,6.112,5.033,3.791,2024-11,2024-11-25/2024-12-01
2024-11-28,Email,108.69,99097,4618,262,14405.03,0.41,132.533,5.673,4.66,2024-11,2024-11-25/2024-12-01
2024-11-28,SEO,221.46,232054,4981,134,9628.87,1.65,43.479,2.69,2.146,2024-11,2024-11-25/2024-12-01
2024-11-28,Paid Social,2609.37,332418,4065,104,7330.03,25.09,2.809,2.558,1.223,2024-11,2024-11-25/2024-12-01
2024-11-29,Email,100.26,75697,3637,227,12592.07,0.44,125.594,6.241,4.805,2024-11,2024-11-25/2024-12-01
2024-11-29,Paid Search,599.64,26684,1035,50,3785.11,11.99,6.312,4.831,3.879,2024-11,2024-11-25/2024-12-01
2024-11-29,Paid Social,2194.04,271414,3122,81,5086.88,27.09,2.318,2.594,1.15,2024-11,2024-11-25/2024-12-01
2024-11-29,SEO,217.78,240077,5156,144,9837.14,1.51,45.17,2.793,2.148,2024-11,2024-11-25/2024-12-01
2024-11-30,Paid Search,504.28,21394,741,35,2333.23,14.41,4.627,4.723,3.464,2024-11,2024-11-25/2024-12-01
2024-11-30,SEO,190.5,181402,3765,133,9720.18,1.43,51.025,3.533,2.076,2024-11,2024-11-25/2024-12-01
2024-11-30,Paid Social,1770.44,203851,2544,74,5007.78,23.92,2.829,2.909,1.248,2024-11,2024-11-25/2024-12-01
2024-11-30,Email,79.67,68080,3397,244,14893.9,0.33,186.945,7.183,4.99,2024-11,2024-11-25/2024-12-01
2024-12-01,Paid Search,567.77,25669,973,37,2908.64,15.35,5.123,3.803,3.791,2024-12,2024-11-25/2024-12-01
2024-12-01,SEO,158.85,170161,3487,107,7042.56,1.48,44.335,3.069,2.049,2024-12,2024-11-25/2024-12-01
2024-12-01,Paid Social,1731.75,222799,2746,84,5579.88,20.62,3.222,3.059,1.233,2024-12,2024-11-25/2024-12-01
2024-12-01,Email,63.38,56219,2897,172,10705.66,0.37,168.912,5.937,5.153,2024-12,2024-11-25/2024-12-01
2024-12-02,Paid Search,699.83,29216,967,45,3646.24,15.55,5.21,4.654,3.31,2024-12,2024-12-02/2024-12-08
2024-12-02,SEO,179.53,212558,4801,129,9740.63,1.39,54.256,2.687,2.259,2024-12,2024-12-02/2024-12-08
2024-12-02,Paid Social,2633.03,340173,4084,99,6666.39,26.6,2.532,2.424,1.201,2024-12,2024-12-02/2024-12-08
2024-12-02,Email,84.04,65520,3315,191,11042.31,0.44,131.394,5.762,5.06,2024-12,2024-12-02/2024-12-08
2024-12-03,Email,94.94,86882,4037,296,19762.38,0.32,208.157,7.332,4.647,2024-12,2024-12-02/2024-12-08
2024-12-03,SEO,189.95,228971,4432,119,9041.67,1.6,47.6,2.685,1.936,2024-12,2024-12-02/2024-12-08
2024-12-03,Paid Search,683.68,31907,1106,49,3372.48,13.95,4.933,4.43,3.466,2024-12,2024-12-02/2024-12-08
2024-12-03,Paid Social,2497.51,284165,2902,73,5143.54,34.21,2.059,2.516,1.021,2024-12,2024-12-02/2024-12-08
2024-12-04,Paid Social,2432.13,289105,3416,83,6065.8,29.3,2.494,2.43,1.182,2024-12,2024-12-02/2024-12-08
2024-12-04,SEO,198.35,216012,4334,117,7778.92,1.7,39.218,2.7,2.006,2024-12,2024-12-02/2024-12-08
2024-12-04,Email,87.75,78927,3970,255,16023.21,0.34,182.601,6.423,5.03,2024-12,2024-12-02/2024-12-08
2024-12-04,Paid Search,716.05,33301,1217,53,3629.54,13.51,5.069,4.355,3.655,2024-12,2024-12-02/2024-12-08
2024-12-05,Paid Social,2569.74,312208,3511,84,5439.73,30.59,2.117,2.392,1.125,2024-12,2024-12-02/2024-12-08
2024-12-05,Email,101.66,76604,3541,199,11555.72,0.51,113.67,5.62,4.622,2024-12,2024-12-02/2024-12-08
2024-12-05,Paid Search,726.04,33639,1107,42,3066.91,17.29,4.224,3.794,3.291,2024-12,2024-12-02/2024-12-08
2024-12-05,SEO,207.92,209694,4731,143,9722.54,1.45,46.761,3.023,2.256,2024-12,2024-12-02/2024-12-08
2024-12-06,SEO,222.13,228418,4895,131,8899.97,1.7,40.066,2.676,2.143,2024-12,2024-12-02/2024-12-08
2024-12-06,Paid Search,779.07,32809,1207,54,3984.5,14.43,5.114,4.474,3.679,2024-12,2024-12-02/2024-12-08
2024-12-06,Paid Social,2219.86,264010,3107,70,4996.08,31.71,2.251,2.253,1.177,2024-12,2024-12-02/2024-12-08
2024-12-06,Email,108.12,94997,4619,304,18454.5,0.36,170.685,6.582,4.862,2024-12,2024-12-02/2024-12-08
2024-12-07,Paid Social,2293.65,234876,2789,72,4735.25,31.86,2.065,2.582,1.187,2024-12,2024-12-02/2024-12-08
2024-12-07,Paid Search,532.32,25333,787,31,2258.46,17.17,4.243,3.939,3.107,2024-12,2024-12-02/2024-12-08
2024-12-07,Email,69.33,60504,2451,156,9027.24,0.44,130.207,6.365,4.051,2024-12,2024-12-02/2024-12-08
2024-12-07,SEO,150.94,157708,2986,96,7254.02,1.57,48.059,3.215,1.893,2024-12,2024-12-02/2024-12-08
2024-12-08,Paid Social,1600.85,191913,2638,67,4135.66,23.89,2.583,2.54,1.375,2024-12,2024-12-02/2024-12-08
2024-12-08,Paid Search,519.9,22291,684,27,1908.29,19.26,3.67,3.947,3.069,2024-12,2024-12-02/2024-12-08
2024-12-08,Email,68.81,62653,2834,171,10058.93,0.4,146.184,6.034,4.523,2024-12,2024-12-02/2024-12-08
2024-12-08,SEO,136.97,162256,3530,106,8157.69,1.29,59.558,3.003,2.176,2024-12,2024-12-02/2024-12-08
2024-12-09,SEO,203.89,224445,5006,159,10102.96,1.28,49.551,3.176,2.23,2024-12,2024-12-09/2024-12-15
2024-12-09,Paid Search,646.07,29068,951,46,3131.66,14.05,4.847,4.837,3.272,2024-12,2024-12-09/2024-12-15
2024-12-09,Paid Social,2480.05,272949,3137,85,6289.43,29.18,2.536,2.71,1.149,2024-12,2024-12-09/2024-12-15
2024-12-09,Email,108.37,86452,3811,252,14911.43,0.43,137.597,6.612,4.408,2024-12,2024-12-09/2024-12-15
2024-12-10,Paid Social,2459.28,314212,4105,117,8238.06,21.02,3.35,2.85,1.306,2024-12,2024-12-09/2024-12-15
2024-12-10,SEO,177.83,208227,4699,141,9904.24,1.26,55.695,3.001,2.257,2024-12,2024-12-09/2024-12-15
2024-12-10,Email,89.32,67755,2864,172,10142.77,0.52,113.555,6.006,4.227,2024-12,2024-12-09/2024-12-15
2024-12-10,Paid Search,727.37,30230,1052,48,3707.44,15.15,5.097,4.563,3.48,2024-12,2024-12-09/2024-12-15
2024-12-11,Paid Search,602.48,28299,934,40,3131.48,15.06,5.198,4.283,3.3,2024-12,2024-12-09/2024-12-15
2024-12-11,Paid Social,2346.6,299740,3311,82,5587.02,28.62,2.381,2.477,1.105,2024-12,2024-12-09/2024-12-15
2024-12-11,Email,96.06,73717,3412,209,12202.68,0.46,127.032,6.125,4.629,2024-12,2024-12-09/2024-12-15
2024-12-11,SEO,216.67,264599,5794,185,12382.75,1.17,57.15,3.193,2.19,2024-12,2024-12-09/2024-12-15
2024-12-12,SEO,183.6,204338,3874,106,7791.06,1.73,42.435,2.736,1.896,2024-12,2024-12-09/2024-12-15
2024-12-12,Paid Social,2841.65,334614,3662,92,5645.53,30.89,1.987,2.512,1.094,2024-12,2024-12-09/2024-12-15
2024-12-12,Email,90.75,73485,3367,237,13110.79,0.38,144.472,7.039,4.582,2024-12,2024-12-09/2024-12-15
2024-12-12,Paid Search,715.27,31962,1084,45,3020.15,15.89,4.222,4.151,3.392,2024-12,2024-12-09/2024-12-15
2024-12-13,Email,99.25,75322,3155,200,12060.44,0.5,121.516,6.339,4.189,2024-12,2024-12-09/2024-12-15
2024-12-13,Paid Search,762.64,37073,1146,53,4308.48,14.39,5.649,4.625,3.091,2024-12,2024-12-09/2024-12-15
2024-12-13,Paid Social,2571.67,278574,3527,84,5248.45,30.62,2.041,2.382,1.266,2024-12,2024-12-09/2024-12-15
2024-12-13,SEO,182.17,186638,3480,115,7956.65,1.58,43.677,3.305,1.865,2024-12,2024-12-09/2024-12-15
2024-12-14,Paid Search,593.83,28957,1131,43,3160.71,13.81,5.323,3.802,3.906,2024-12,2024-12-09/2024-12-15
2024-12-14,Email,65.44,58221,2364,151,9827.14,0.43,150.17,6.387,4.06,2024-12,2024-12-09/2024-12-15
2024-12-14,Paid Social,2126.07,228885,2580,61,3792.29,34.85,1.784,2.364,1.127,2024-12,2024-12-09/2024-12-15
2024-12-14,SEO,132.52,156914,2842,91,6992.19,1.46,52.763,3.202,1.811,2024-12,2024-12-09/2024-12-15
2024-12-15,SEO,145.19,147315,3020,84,5991.68,1.73,41.268,2.781,2.05,2024-12,2024-12-09/2024-12-15
2024-12-15,Paid Search,592.94,28665,1131,50,3383.14,11.86,5.706,4.421,3.946,2024-12,2024-12-09/2024-12-15
2024-12-15,Email,79.32,70880,3051,191,10700.02,0.42,134.897,6.26,4.304,2024-12,2024-12-09/2024-12-15
2024-12-15,Paid Social,1957.28,232102,2592,82,5635.64,23.87,2.879,3.164,1.117,2024-12,2024-12-09/2024-12-15
2024-12-16,Paid Social,2443.87,308460,3311,76,5298.48,32.16,2.168,2.295,1.073,2024-12,2024-12-16/2024-12-22
2024-12-16,Email,84.41,73457,2996,214,12884.76,0.39,152.645,7.143,4.079,2024-12,2024-12-16/2024-12-22
2024-12-16,Paid Search,806.31,38961,1233,51,3914.16,15.81,4.854,4.136,3.165,2024-12,2024-12-16/2024-12-22
2024-12-16,SEO,202.46,232535,4490,119,7624.26,1.7,37.658,2.65,1.931,2024-12,2024-12-16/2024-12-22
2024-12-17,Paid Social,2224.45,251599,3360,84,5796.22,26.48,2.606,2.5,1.335,2024-12,2024-12-16/2024-12-22
2024-12-17,SEO,174.38,182297,3463,116,8753.64,1.5,50.199,3.35,1.9,2024-12,2024-12-16/2024-12-22
2024-12-17,Paid Search,645.12,28530,875,40,2899.36,16.13,4.494,4.571,3.067,2024-12,2024-12-16/2024-12-22
2024-12-17,Email,103.45,85796,4039,261,17012.93,0.4,164.456,6.462,4.708,2024-12,2024-12-16/2024-12-22
2024-12-18,Paid Social,2219.1,243139,3132,73,4690.52,30.4,2.114,2.331,1.288,2024-12,2024-12-16/2024-12-22
2024-12-18,Email,110.5,100092,3932,217,12070.85,0.51,109.238,5.519,3.928,2024-12,2024-12-16/2024-12-22
2024-12-18,SEO,176.86,208749,4428,143,9160.71,1.24,51.796,3.229,2.121,2024-12,2024-12-16/2024-12-22
2024-12-18,Paid Search,620.44,29610,934,41,2981.55,15.13,4.806,4.39,3.154,2024-12,2024-12-16/2024-12-22
2024-12-19,Paid Social,2185.26,231407,3142,81,5057.68,26.98,2.314,2.578,1.358,2024-12,2024-12-16/2024-12-22
2024-12-19,Email,99.14,83398,3342,203,12790.95,0.49,129.019,6.074,4.007,2024-12,2024-12-16/2024-12-22
2024-12-19,Paid Search,601.74,25228,835,42,3129.71,14.33,5.201,5.03,3.31,2024-12,2024-12-16/2024-12-22
2024-12-19,SEO,195.41,236700,4883,159,11084.2,1.23,56.723,3.256,2.063,2024-12,2024-12-16/2024-12-22
2024-12-20,SEO,173.29,208529,4397,117,8121.4,1.48,46.866,2.661,2.109,2024-12,2024-12-16/2024-12-22
2024-12-20,Paid Search,623.92,29345,1082,45,3249.92,13.86,5.209,4.159,3.687,2024-12,2024-12-16/2024-12-22
2024-12-20,Email,90.13,72708,2912,215,12892.48,0.42,143.043,7.383,4.005,2024-12,2024-12-16/2024-12-22
2024-12-20,Paid Social,2375.74,265141,3226,88,6228.32,27.0,2.622,2.728,1.217,2024-12,2024-12-16/2024-12-22
2024-12-21,Paid Search,591.01,25354,755,37,2498.17,15.97,4.227,4.901,2.978,2024-12,2024-12-16/2024-12-22
2024-12-21,Email,65.98,58751,2945,164,9377.57,0.4,142.127,5.569,5.013,2024-12,2024-12-16/2024-12-22
2024-12-21,SEO,135.52,161521,3747,133,9704.8,1.02,71.612,3.55,2.32,2024-12,2024-12-16/2024-12-22
2024-12-21,Paid Social,2103.6,226312,2976,71,4530.45,29.63,2.154,2.386,1.315,2024-12,2024-12-16/2024-12-22
2024-12-22,Paid Search,525.71,21822,696,35,2398.62,15.02,4.563,5.029,3.189,2024-12,2024-12-16/2024-12-22
2024-12-22,SEO,128.31,154542,2874,86,6008.42,1.49,46.827,2.992,1.86,2024-12,2024-12-16/2024-12-22
2024-12-22,Paid Social,2019.62,231282,3156,77,5080.13,26.23,2.515,2.44,1.365,2024-12,2024-12-16/2024-12-22
2024-12-22,Email,80.64,69910,3133,186,12479.94,0.43,154.761,5.937,4.481,2024-12,2024-12-16/2024-12-22
2024-12-23,Email,95.63,81429,3260,205,11684.55,0.47,122.185,6.288,4.003,2024-12,2024-12-23/2024-12-29
2024-12-23,Paid Search,624.6,27763,921,43,3069.7,14.53,4.915,4.669,3.317,2024-12,2024-12-23/2024-12-29
2024-12-23,SEO,220.85,252857,4692,156,10263.28,1.42,46.472,3.325,1.856,2024-12,2024-12-23/2024-12-29
2024-12-23,Paid Social,2183.79,276102,3534,101,7526.88,21.62,3.447,2.858,1.28,2024-12,2024-12-23/2024-12-29
2024-12-24,Paid Search,790.49,37284,1245,55,4443.7,14.37,5.621,4.418,3.339,2024-12,2024-12-23/2024-12-29
2024-12-24,Paid Social,2717.98,306192,3216,71,5285.08,38.28,1.944,2.208,1.05,2024-12,2024-12-23/2024-12-29
2024-12-24,Email,87.03,71320,3402,239,16034.29,0.36,184.239,7.025,4.77,2024-12,2024-12-23/2024-12-29
2024-12-24,SEO,220.91,257121,5760,159,10895.81,1.39,49.322,2.76,2.24,2024-12,2024-12-23/2024-12-29
2024-12-25,Email,82.97,75538,3461,256,16907.63,0.32,203.78,7.397,4.582,2024-12,2024-12-23/2024-12-29
2024-12-25,SEO,225.21,257152,5944,174,11966.86,1.29,53.136,2.927,2.311,2024-12,2024-12-23/2024-12-29
2024-12-25,Paid Search,690.4,32749,1081,54,4135.94,12.79,5.991,4.995,3.301,2024-12,2024-12-23/2024-12-29
2024-12-25,Paid Social,2256.08,283576,3242,90,6041.76,25.07,2.678,2.776,1.143,2024-12,2024-12-23/2024-12-29
2024-12-26,Paid Search,730.46,30261,925,46,3703.34,15.88,5.07,4.973,3.057,2024-12,2024-12-23/2024-12-29
2024-12-26,Email,92.49,78893,3244,215,12176.52,0.43,131.652,6.628,4.112,2024-12,2024-12-23/2024-12-29
2024-12-26,Paid Social,2405.27,318416,4111,112,7098.53,21.48,2.951,2.724,1.291,2024-12,2024-12-23/2024-12-29
2024-12-26,SEO,210.56,237879,5402,147,11141.9,1.43,52.916,2.721,2.271,2024-12,2024-12-23/2024-12-29
2024-12-27,Paid Social,2779.57,306584,3202,85,6328.67,32.7,2.277,2.655,1.044,2024-12,2024-12-23/2024-12-29
2024-12-27,Paid Search,751.86,36523,1130,54,3965.74,13.92,5.275,4.779,3.094,2024-12,2024-12-23/2024-12-29
2024-12-27,SEO,185.9,203111,4110,117,8871.77,1.59,47.723,2.847,2.024,2024-12,2024-12-23/2024-12-29
2024-12-27,Email,109.79,95064,4135,261,16585.14,0.42,151.062,6.312,4.35,2024-12,2024-12-23/2024-12-29
2024-12-28,Paid Search,603.86,25062,980,45,3478.93,13.42,5.761,4.592,3.91,2024-12,2024-12-23/2024-12-29
2024-12-28,Email,62.88,52325,2666,180,10732.22,0.35,170.678,6.752,5.095,2024-12,2024-12-23/2024-12-29
2024-12-28,SEO,149.69,151920,3655,97,6736.39,1.54,45.002,2.654,2.406,2024-12,2024-12-23/2024-12-29
2024-12-28,Paid Social,2088.93,260373,3261,97,6964.38,21.54,3.334,2.975,1.252,2024-12,2024-12-23/2024-12-29
2024-12-29,Email,72.13,59799,3089,206,11857.5,0.35,164.391,6.669,5.166,2024-12,2024-12-23/2024-12-29
2024-12-29,Paid Social,2598.82,207255,2219,65,4450.82,39.98,1.713,2.929,1.071,2024-12,2024-12-23/2024-12-29
2024-12-29,SEO,154.11,187448,3855,116,8424.9,1.33,54.668,3.009,2.057,2024-12,2024-12-23/2024-12-29
2024-12-29,Paid Search,570.55,26970,842,35,2576.07,16.3,4.515,4.157,3.122,2024-12,2024-12-23/2024-12-29
2024-12-30,Paid Social,2665.22,340055,4152,116,8006.38,22.98,3.004,2.794,1.221,2024-12,2024-12-30/2025-01-05
2024-12-30,Email,86.12,69290,2857,167,9916.42,0.52,115.147,5.845,4.123,2024-12,2024-12-30/2025-01-05
2024-12-30,SEO,217.1,229614,4688,125,9620.62,1.74,44.314,2.666,2.042,2024-12,2024-12-30/2025-01-05
2024-12-30,Paid Search,728.94,34177,1126,55,4321.95,13.25,5.929,4.885,3.295,2024-12,2024-12-30/2025-01-05
2024-12-31,Paid Social,2622.25,323095,3353,75,4982.07,34.96,1.9,2.237,1.038,2024-12,2024-12-30/2025-01-05
2024-12-31,Email,101.67,85837,3309,227,13886.92,0.45,136.588,6.86,3.855,2024-12,2024-12-30/2025-01-05
2024-12-31,Paid Search,616.26,25709,999,49,3515.27,12.58,5.704,4.905,3.886,2024-12,2024-12-30/2025-01-05
2024-12-31,SEO,203.7,211140,4628,145,9144.06,1.4,44.89,3.133,2.192,2024-12,2024-12-30/2025-01-05
2025-01-01,Paid Social,2838.14,301432,4065,96,5894.93,29.56,2.077,2.362,1.349,2025-01,2024-12-30/2025-01-05
2025-01-01,Email,96.21,87775,3832,216,13368.87,0.45,138.955,5.637,4.366,2025-01,2024-12-30/2025-01-05
2025-01-01,Paid Search,798.22,37189,1397,59,4095.53,13.53,5.131,4.223,3.756,2025-01,2024-12-30/2025-01-05
2025-01-01,SEO,190.17,213592,5053,175,13049.59,1.09,68.621,3.463,2.366,2025-01,2024-12-30/2025-01-05
2025-01-02,SEO,187.86,226535,5448,167,11013.71,1.12,58.627,3.065,2.405,2025-01,2024-12-30/2025-01-05
2025-01-02,Paid Search,656.24,31131,1016,48,3681.84,13.67,5.611,4.724,3.264,2025-01,2024-12-30/2025-01-05
2025-01-02,Paid Social,2423.73,299408,3831,109,7732.2,22.24,3.19,2.845,1.28,2025-01,2024-12-30/2025-01-05
2025-01-02,Email,103.55,82791,4235,297,17313.32,0.35,167.198,7.013,5.115,2025-01,2024-12-30/2025-01-05
2025-01-03,Paid Search,601.28,25608,796,34,2598.51,17.68,4.322,4.271,3.108,2025-01,2024-12-30/2025-01-05
2025-01-03,Email,92.25,76832,3625,234,14853.52,0.39,161.014,6.455,4.718,2025-01,2024-12-30/2025-01-05
2025-01-03,SEO,195.45,231107,5235,164,12210.92,1.19,62.476,3.133,2.265,2025-01,2024-12-30/2025-01-05
2025-01-03,Paid Social,2505.15,275848,3675,105,6941.32,23.86,2.771,2.857,1.332,2025-01,2024-12-30/2025-01-05
2025-01-04,SEO,158.06,164606,3946,124,8989.77,1.27,56.876,3.142,2.397,2025-01,2024-12-30/2025-01-05
2025-01-04,Paid Social,1834.31,210530,2159,52,3189.22,35.28,1.739,2.409,1.026,2025-01,2024-12-30/2025-01-05
2025-01-04,Paid Search,451.57,19776,671,32,2413.69,14.11,5.345,4.769,3.393,2025-01,2024-12-30/2025-01-05
2025-01-04,Email,93.7,62449,3205,227,14766.03,0.41,157.588,7.083,5.132,2025-01,2024-12-30/2025-01-05
